Date,Open,High,Low,Close,Volume
2020-01-01,101.42289170054286,102.89606958959723,98.7183530768446,100.49671415301123,108605
2020-01-02,102.26786649231018,102.28308353475282,99.90963556816858,100.35844985184005,462462
2020-01-03,99.60757081612161,102.06576875986092,100.82433727336306,101.00613838994074,494597
2020-01-04,103.09213748303934,102.88223146864318,101.53254270375972,102.52916824634876,381954
2020-01-05,101.6443723025036,103.99323818523902,101.46519949415035,102.29501487162543,349415
2020-01-06,101.57375253091156,103.45436330009801,101.51410596400353,102.06087791467625,255394
2020-01-07,103.04769680594478,105.53528395021138,101.94370328272693,103.64009073018364,141869
2020-01-08,103.54353468965674,106.04269726101852,102.45222025076605,104.40752545933655,132955
2020-01-09,103.98657270134642,105.98760378872093,102.84964418710975,103.9380510734016,161388
2020-01-10,103.64966100057653,104.945375905427,102.0030810359323,104.48061111698756,341324
2020-01-11,104.28765024995495,106.33458748980944,104.1588825383086,104.0171934241751,110207
2020-01-12,103.5012255611557,104.74906327529725,102.74512312988456,103.55146367060485,318401
2020-01-13,103.55447789530446,106.86868681479613,103.51024826277367,103.79342594217087,259292
2020-01-14,100.97258203547148,102.19095787942351,102.74668231458614,101.88014569751307,305157
2020-01-15,99.57845653443171,102.89119166816529,99.23790855084275,100.15522786500004,122031
2020-01-16,100.34833156158483,100.79085111922171,98.71468784414235,99.59294033575907,442951
2020-01-17,99.08102640304904,98.9286912118102,96.06665947218252,98.58010921542466,171312
2020-01-18,97.91680130322138,99.41047071396561,97.26354486346516,98.89435654801993,159766
2020-01-19,98.08566477792795,98.6659851643044,98.01051929682792,97.98633247249872,243521
2020-01-20,97.32541589453521,97.99819471756534,93.71993620482924,96.57402877116343,451977
2020-01-21,96.37027225896361,99.56251302812048,95.81864384455963,98.03967754008498,287771
2020-01-22,98.35726143197837,98.24020123565985,96.23180353612982,97.81390123959844,337199
2020-01-23,97.21880568534053,98.85707485202539,97.1079135431362,97.88142944428637,336731
2020-01-24,97.02727992666607,99.59895161668477,96.41612049479639,96.4566812580729,335841
2020-01-25,95.14903937700521,98.63984170364844,95.28450530961878,95.91229853354773,211041
2020-01-26,94.21833902259307,97.45954479293162,93.9344725035534,96.02322112325758,216185
2020-01-27,93.24468510795212,95.9102310240035,91.98764123990068,94.87222754583529,277164
2020-01-28,95.29601051084234,96.36795689089922,92.70468203590877,95.24792556418096,110350
2020-01-29,94.90700937598363,96.26080484699257,94.13613629604842,94.64728687426215,327230
2020-01-30,93.45127649936447,94.33280055927048,94.47521055775789,94.35559312446888,463003
2020-01-31,94.39247897101684,94.49650997481614,92.61300026532827,93.75388651223948,361570
2020-02-01,93.94464463447946,94.93758062287083,96.37460406231128,95.60616469674842,168487
2020-02-02,95.52658767336317,96.99189059461577,94.26949975782571,95.59266747201049,248694
2020-02-03,93.32394034329214,96.18215248275733,93.68255912935327,94.53495654305459,223853
2020-02-04,94.70566534735562,95.8743149928584,94.82353795702602,95.35750145515777,415261
2020-02-05,94.18405647650317,96.7106445684768,94.73136087245355,94.13665780518676,335062
2020-02-06,93.48510803490755,94.11975573718917,92.83192129362179,94.3455214001915,333077
2020-02-07,92.0012957320819,91.92147639610191,91.91855211597364,92.38585127631173,463228
2020-02-08,92.06395803662775,92.28211704597328,91.22758206312359,91.05766522741331,123782
2020-02-09,90.67763459375928,93.30162476589459,93.12678867656408,91.25452646328243,390598
2020-02-10,92.82868515534298,94.6769207347357,91.02050794832847,91.99299304327783,430048
2020-02-11,91.03465446981019,92.70547706159887,89.39210972779806,92.1643613244678,229936
2020-02-12,92.57851721999485,94.12739387551086,89.3874538275317,92.04871304207957,253245
2020-02-13,93.18917796714818,92.70910087698957,91.20470560307655,91.74760934649028,222258
2020-02-14,87.79744285599557,91.09646005618204,89.87129941648463,90.26908735612285,211668
2020-02-15,88.75234789225766,91.4329030852148,88.08046889165311,89.54924314772813,486328
2020-02-16,89.6656765039489,90.74092725518177,89.08698981595666,89.08860437676836,378710
2020-02-17,89.94268121694428,89.56933444600301,88.8439347031678,90.14572660298727,238262
2020-02-18,90.86049076592704,92.96588524228163,88.72326461417104,90.48934489255574,138333
2020-02-19,88.12231955047717,91.10639609134044,86.49937151330869,88.72630473719299,484073
2020-02-20,89.1369784940607,89.42482600507827,88.15054278306775,89.0503887065878,311977
2020-02-21,88.50962919077939,90.06110995960888,87.86898017634843,88.66530642617147,189571
2020-02-22,89.15616648752533,89.48241461214826,87.86636701262208,87.98838442586552,220263
2020-02-23,88.8544815580076,89.8607344805303,88.42694106874625,88.60006071470639,494805
2020-02-24,89.96866289927753,90.08075508335692,88.85753912910386,89.63106023720233,125235
2020-02-25,90.15046339019607,90.89071698838048,89.19497484950234,90.56234035631853,100159
2020-02-26,89.2355166090234,90.69756876210445,87.80953820686265,89.7231228330959,243217
2020-02-27,88.98135226942506,91.58663947650405,89.21708940792503,89.41391045724468,262993
2020-02-28,90.13962603102654,91.28877404324267,87.25248531968872,89.74517388864824,467003
2020-02-29,90.29973453495033,91.35010468368449,89.99184261681317,90.7207190157706,247309
2020-03-01,90.53131963482173,92.01324348857366,89.26291207227375,90.24154477792531,207507
2020-03-02,92.13128659990693,88.20734318063143,89.80309748040932,90.0558858012615,114743
2020-03-03,89.82067553068715,91.09831652762757,90.3737910875284,88.94955082725546,328174
2020-03-04,87.42732067100697,87.01363042439671,85.86929880681376,87.7533442031748,146101
2020-03-05,89.76708394773294,89.20342908416586,86.82902612847657,88.565870025569,342717
2020-03-06,89.51403468111828,89.80244015951368,89.20343761125804,89.92211005413982,221534
2020-03-07,87.81197539738163,89.55541845683858,88.78310921533462,89.85009993255949,446371
2020-03-08,89.84554651953411,93.01445961783004,89.33769361274742,90.85363283045152,330604
2020-03-09,89.34447693447329,91.74756765418725,91.77781471238569,91.21526885549915,287450
2020-03-10,90.21863561685271,91.91665298262473,90.09920177824031,90.57014910089401,433270
2020-03-11,90.94996308559199,91.88462412752325,89.1372800267806,90.93154470640243,418215
2020-03-12,94.14601858514368,93.94662210009152,92.72387069603765,92.4695812728684,302193
2020-03-13,92.76068260752261,93.5105771248187,91.14019730159181,92.43375523375845,436907
2020-03-14,93.77929836076359,93.71540666538388,94.35498069419586,93.99839888957246,335422
2020-03-15,92.2080593666662,93.37492060492986,89.91222380304919,91.37865378548271,246721
2020-03-16,89.98942098085004,92.70679970669661,91.2361977721554,92.20055628985793,268785
2020-03-17,92.52321791620467,91.73102145943635,92.90273517400162,92.2876033580961,304535
2020-03-18,92.7594612015172,92.56048084666432,89.82385665317307,91.98859600763024,276481
2020-03-19,90.6017705383859,94.58111657480005,91.8149483609638,92.08035678416574,279838
2020-03-20,91.23654191277177,91.94300961167833,89.90304030657923,90.09278786956484,146154
2020-03-21,90.21161238922176,90.52446384731948,88.67254678449639,89.87311598172734,369160
2020-03-22,89.81494063933829,90.88097084892065,88.08159120381038,90.23022855323909,451822
2020-03-23,92.34090446408689,92.38648754676322,91.723944416959,91.7081225979806,474200
2020-03-24,93.46054523751134,94.26660036326778,90.12817252985897,91.18985237970695,154238
2020-03-25,90.56322503187226,91.76329422904533,88.9525422764832,90.38135877681377,420752
2020-03-26,90.12782231952956,91.3096433804203,88.18649612596607,89.87960173322922,189081
2020-03-27,90.33564295139105,92.82528730496314,89.61856229565407,90.7950038509313,347644
2020-03-28,90.2739105911262,92.3625441196175,90.4907827996743,91.12375496059099,413105
2020-03-29,91.4243305733682,91.33495261100325,90.42158497747266,90.59399475682395,299775
2020-03-30,90.25117836402843,91.91091234085232,90.02111830689093,91.1072621899373,389061
2020-03-31,91.27590597650473,92.13273847987128,91.27647875127096,91.20433973928534,390134
2020-04-01,91.69532728305312,93.13576249330839,94.09433521331285,92.17298472981824,162551
2020-04-02,91.94991146168726,93.19856117957785,90.0343718317832,91.47093163594087,310695
2020-04-03,91.47693159463006,92.19521537515041,89.23933464825691,91.14326948934311,253512
2020-04-04,91.78870128046886,92.48380141342653,92.11409377175279,90.75116133621096,266277
2020-04-05,88.77762998922408,90.20692980797024,89.29737709278876,89.28764638807883,180811
2020-04-06,89.31389172985004,90.6624018554595,87.96461240413822,89.58376666514341,354840
2020-04-07,88.866058221541,88.8466212527912,86.7873264676116,89.8448219373233,417247
2020-04-08,89.40564213388966,91.76626306866825,88.82914168629036,89.84993539396577,468266
2020-04-09,89.99264875363546,90.9618367364886,89.34335120181974,89.61534826059061,334104
2020-04-10,88.95696613518555,90.19798762839984,87.38287395964504,88.1999775185402,119008
2020-04-11,86.85716687159722,85.88307681758116,85.40445577662666,87.77933219577484,302346
2020-04-12,88.30622359935373,90.5249923840288,87.0825818583726,87.43661767924807,132402
2020-04-13,87.98997826883141,87.49475078187128,86.43353241667671,86.63434041002645,284456
2020-04-14,86.88648960158415,88.58123751509795,85.95579822054248,86.47305469836044,359994
2020-04-15,88.75390136773305,86.83719962804945,86.8304341634337,86.87710555517498,499009
2020-04-16,87.98950225728193,90.37606536144807,87.6406211403907,88.7632914563855,236643
2020-04-17,87.69321456590593,88.88445370604369,86.31319081074778,88.93786926921734,213550
2020-04-18,87.41669941103584,89.57165069924432,87.87234038682409,89.19541965994011,191218
2020-04-19,90.61701805566312,92.03500509804073,88.37332724630022,89.12097374417394,233296
2020-04-20,87.85656818522897,88.01152012811156,86.49401379779044,87.2022025288749,279767
2020-04-21,87.12010398251523,88.3931215266054,87.73887946212234,87.17568865342568,482923
2020-04-22,87.51588748968653,89.10598659405548,85.35280908621957,87.23591886336672,491858
2020-04-23,88.57367192855362,91.1948428638246,88.7769981728648,89.699160975852,341060
2020-04-24,91.95255199068771,90.65721891621446,88.68727992466151,89.50680001107088,340016
2020-04-25,89.93756853537971,91.17330835587072,85.61523978555962,89.80834735340449,132441
2020-04-26,89.88303037830414,93.17705116893752,88.47488267533356,89.77363558369925,338038
2020-04-27,89.33072416997841,89.54733874904613,88.3567485961749,88.60495754607972,270201
2020-04-28,90.22878959233144,90.9488794073097,89.17413795680028,89.74778036059473,331324
2020-04-29,90.72359741756064,92.55036778928913,88.35126768408476,90.49971339328151,424512
2020-04-30,90.50027088487924,93.39627127328254,90.17747492978678,91.29074534032455,192122
2020-05-01,90.8528262426658,92.5683881910902,90.81963586384718,90.38135788552981,144760
2020-05-02,93.66617669294095,93.42288241849509,89.86492326189071,91.78415219646591,385622
2020-05-03,91.72772117982862,90.23929622094315,90.05044521921263,90.38230113367364,490025
2020-05-04,92.5623448541133,93.60258975977501,88.09586045125637,90.96915822747391,433998
